application,page_name,object_name,xpath,xpath_ios
"App_BCP,login,A_lbl_saldoconta,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/txt_account_balance""]"",NULL"
"App_BCP,login,a_lbl_Nomeconta,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/txt_account_name""]"",NULL"
"App_BCP,login,a_lbl_currency,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/txt_account_currency""]"",NULL"
"App_BCP,login,i_btn_Permitir,NULL,""//*[@name=""Permitir""]"""
"App_BCP,Pagar,a_btn_OsMeusCartoes,""//*[@text=""Os meus cartões""]"",""//*[@text=""Os meus cartões""]"""
"App_BCP,Pagar,a_btn_OutrosCartoes,""//*[@text=""Outros cartões""]"",""//*[@text=""Outros cartões""]"""
"App_BCP,Pagar,a_lbl_ParaQuemEQuanto,""//*[@text=""Para quem e quanto""]"",NULL"
"App_BCP,Pagar,a_txt_Entidade,""//*[@text=""Entidade""]/..//*[@class=""android.widget.EditText""]"",NULL"
"App_BCP,Pagar,a_btn_Agendar,""//*[@text=""Agendar""]"",NULL"
"App_BCP,Pagar,a_btn_Continuar,""//*[@text=""Continuar""]"",NULL"
"App_BCP,Pagar,a_lbl_EstaOperacaoTemUmCusto,""//*[@text=""Esta operação tem um custo de""]"",NULL"
"App_BCP,Pagar,i_btn_ViaCard,""//XCUIElementTypeStaticText[@name=""ViaCard""]"",""//XCUIElementTypeStaticText[@name=""ViaCard""]"""
"App_BCP,Pagar,a_btn_ViaCard,""//*[@text=""ViaCard""]/..//*[@class=""android.widget.TextView""]"",NULL"
"App_BCP,Pagar,a_btn_JogosSantaCasa,""//*[@text=""Jogos Santa Casa""]/..//*[@class=""android.widget.TextView""]"",NULL"
"App_BCP,Pagar,i_btn_jogosSantaCasa,""//XCUIElementTypeStaticText[@name=""Jogos Santa Casa""]"",""//XCUIElementTypeStaticText[@name=""Jogos Santa Casa""]"""
"App_BCP,Pagar,a_btn_PrepaidCards,""//*[@text=""Prepaid cards""]/..//*[@class=""android.widget.TextView""]"",NULL"
"App_BCP,Pagar,a_btn_CreditCard,""//*[@text=""Credit card""]/..//*[@class=""android.widget.TextView""]"",NULL"
"App_BCP,Pagar,a_btn_managedebits,""//*[@text=""Manage direct debits""]/..//*[@class=""android.widget.TextView""]"",NULL"
"App_BCP,Pagar,a_lbl_Cards,""//*[@text=""Cards""]"",NULL"
"App_BCP,Pagar,a_btn_social_security,""//*[@text=""Social Security""]"",NULL"
"App_BCP,Pagar,""a_btn_jogos_santa_casa _EN"",""//*[@text=""Jogos Santa Casa""]"",NULL"
"App_BCP,Pagar,a_btn_credit_card,""//*[@text=""Credit card""]"",NULL"
"App_BCP,Pagar,a_text_pagar_quem_quanto,""//*[@text()=""‌Para quem e quanto?‌""]"",NULL"
"App_BCP,Pagar,a_texto_para_quem_quanto,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/paymBenefDetSection""]"",NULL"
"App_BCP,Pagar,card_CartaoPrePago,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:string/operationsPayPrePaid""]"",NULL"
"App_BCP,Pagar,a_btn_texto_OTHER_Maiuscula,""//*[@text=""OTHER""]"",NULL"
"App_BCP,Pagar,a_btn_GerirAgenda,""//*[@text=""Gerir agenda""]"",NULL"
"App_BCP,Pagar,a_lbl_Other,""//*[@text=""OTHER""]"",""//*[@text=""Other""]"""
"App_BCP,Pagar,txt_Montante,""(//android.widget.EditText[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/editText""])[2]"",NULL"
"App_BCP,Home,i_btn_Seta_Esquerda,""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeScrollView/XCUIElementTypeOther[2]/XCUIElementTypeOther/XCUIElementTypeOther[6]/XCUIElementTypeOther/XCUIElementTypeOther"",""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeScrollView/XCUIElementTypeOther[2]/XCUIElementTypeOther/XCUIElementTypeOther[6]/XCUIElementTypeOther/XCUIElementTypeOther"""
"App_BCP,Home,i_lbl_Seguros,""//XCUIElementTypeOther[@name=""Seguros""]"",""//XCUIElementTypeOther[@name=""Seguros""]"""
"App_BCP,Home,i_btn_SeguroViagem,""//XCUIElementTypeStaticText[@name=""Seguro Viagem ON/OFF""]"",""//XCUIElementTypeStaticText[@name=""Seguro Viagem ON/OFF""]"""
"App_BCP,Home,i_btn_Fechar_PopUp_PosRegisto,""//XCUIElementTypeButton[@name=""fechar opcontext""]"",""//XCUIElementTypeButton[@name=""fechar opcontext""]"""
"App_BCP,Home,a_btn_Gmail,""//*[@text=""Gmail""]"",""//*[@text=""Gmail""]"""
"App_BCP,Home,a_btn_Paycredit,""//*[@text=""Pay credit card""]"",""//*[@text=""Pay credit card""]"""
"App_BCP,Home,a_btn_Split_in,""//*[@text=""Split in installments""]"",""//*[@text=""Split in installments""]"""
"App_BCP,Home,i_btn_DomesticTransfer,""//XCUIElementTypeStaticText[@name=""Domestic transfer""]"",""//XCUIElementTypeStaticText[@name=""Domestic transfer""]"""
"App_BCP,Home,i_btn_Save,""//XCUIElementTypeStaticText[@name=""Save""]"",""//XCUIElementTypeStaticText[@name=""Save""]"""
"App_BCP,Home,a_lbl_0_Classic,""//*[@text=""0CLASSIC""]"",""//*[@text=""0CLASSIC""]"""
"App_BCP,Home,a_lbl_AMEX_Blue,""//*[@text=""AMEX BLUE""]"",NULL"
"App_BCP,Home,A_btn_VerAgora,""//*[contains(@text, ""Ver agora"")]"",""//*[@text=""Ver agora""]"""
"App_BCP,Home,a_btn_seta_creditopessoal,""//*[@alt=""back""]"",NULL"
"App_BCP,Home,a_btn_seta_Habitacao,""//*[@viewBox=""0 0 9 15""]"",NULL"
"App_BCP,Home,i_lbl_1Classic,""//XCUIElementTypeStaticText[@name=""1CLASSIC""]"",""//XCUIElementTypeStaticText[@name=""1CLASSIC""]"""
"App_BCP,Home,a_btn_AlterarAgora,""//*[text()=""Alterar agora""]"",NULL"
"App_BCP,Home,a_btn_ChangeNow,""//*[@text=""Change now""]"",NULL"
"App_BCP,Home,i_lbl_0GOLD,""//XCUIElementTypeStaticText[@name=""0GOLD""]"",""//XCUIElementTypeStaticText[@name=""0GOLD""]"""
"App_BCP,Home,i_lbl_Classic_,""//XCUIElementTypeStaticText[@name=""CLASSIC""]"",""//XCUIElementTypeStaticText[@name=""CLASSIC""]"""
"App_BCP,Home,a_btn_Entrar,""//*[@text=""Entrar""]"",NULL"
"App_BCP,Home,a_btn_X_testeenviar,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/collapse_button""]"",NULL"
"App_BCP,Home,a_btn_Enter,""//*[@text=""Enter""]"",NULL"
"App_BCP,Home,i_btn_MBWAY_maisc,""//*[@name=""MB WAY""]"",""//*[@name=""MB WAY""]"""
"App_BCP,Home,a_btn_Comecar,""//*[contains(@text,""Começar"")]"",NULL"
"App_BCP,Home,a_lbl_TapGold,""//*[@text=""TAP GOLD""]"",NULL"
"App_BCP,Home,a_btn_FracionarPagamentos,""//*[@text=""Fracionar pagamentos""]/..//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/textView""]"",NULL"
"App_BCP,Home,a_lbl_1_Classic,""//*[@text=""1CLASSIC""]"",NULL"
"App_BCP,Home,a_btn_Apparte,""//*[@text=""Apparte""]"",""//*[@text=""Poupar""]"""
"App_BCP,Home,a_btn_Saltar,""//*[@text=""Saltar""]"",NULL"
"App_BCP,Home,a_btn_Savings,""//*[@text=""Savings""]"",NULL"
"App_BCP,Home,a_btn_MyCard,""//*[@text=""My card""]/..//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/textView""]"",NULL"
"App_BCP,Home,a_btn_OMeuCartao,""//*[@text=""O meu cartão""]"",NULL"
"App_BCP,Home,a_btn_MyCards_MBWAY,""//*[@text=""My cards""]"",NULL"
"App_BCP,Home,a_lbl_PRESTIGE007,""//*[@text=""PRESTIGE007""]"",NULL"
"App_BCP,Home,i_btn_OmeuCartao,""//XCUIElementTypeStaticText[@name=""O meu cartão""]"",""//XCUIElementTypeStaticText[@name=""O meu cartão""]"""
"App_BCP,Home,i_lbl_GOLD,""//XCUIElementTypeStaticText[@name=""GOLD""]"",""//XCUIElementTypeStaticText[@name=""GOLD""]"""
"App_BCP,Home,i_lbl_PRESTIGE007,""//XCUIElementTypeStaticText[@name=""PRESTIGE007""]"",""//XCUIElementTypeStaticText[@name=""PRESTIGE007""]"""
"App_BCP,Home,i_btn_ViewDetails,""//*[@name=""VIEW DETAILS""]"",""//*[@name=""VIEW DETAILS""]"""
"App_BCP,Home,a_lbl_TRAVEL,""//*[@text=""TRAVEL""]"",NULL"
"App_BCP,Home,a_btn_VerMaisMovimentos,""//*[@text=""Ver mais movimentos""]"",NULL"
"App_BCP,Home,a_btn_ViewDetails,""//*[@text=""VIEW DETAILS""]"",NULL"
"App_BCP,Home,a_btn_arrow_esquerda,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/dashboardArrowLeft""]"",""//*[@text=""Ver Saldo""]"""
"App_BCP,Home,i_lbl_topBannerCartaoFisicoCaminho,""//XCUIElementTypeStaticText[@name=""O seu cartão físico está a caminho. Quando o receber, ative-o aqui.""]"",""//XCUIElementTypeStaticText[@name=""O seu cartão físico está a caminho. Quando o receber, ative-o aqui.""]"""
"App_BCP,Home,i_btn_fecharTopBanner,""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeImage[2]"",""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeImage[2]"""
"App_BCP,Home,a_btn_mbway,""(//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/opIconView""])[1]"",NULL"
"App_BCP,Home,i_loading,""//XCUIElementTypeActivityIndicator[@name=""Em andamento""]"",""//XCUIElementTypeActivityIndicator[@name=""Em andamento""]"""
"App_BCP,Home,I_btn_verDetalheswipe,NULL,""//XCUIElementTypeButton[@name=""VER DETALHE""]/.."""
"App_BCP,Home,a_btn_fechar_comecar,""//android.widget.ImageView[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/assetCloseImage""]"",NULL"
"App_BCP,Home,a_btn_comecar_,""//android.widget.Button[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/btYes""]"",NULL"
"App_BCP,Home,i_lbl_Documentos,NULL,""(//XCUIElementTypeButton[@name=""Documentos""])[2]"""
"App_BCP,Home,a_btn_FaleConnosco,""//*[contains(@text, ""Fale"")]"",NULL"
"App_BCP,Home,i_btn_Menu,NULL,""//XCUIElementTypeButton[@name=""Button""]"""
"App_BCP,Home,lbl_PoupancaReforcoPrestige,""//*[contains(@text,""POUPANCA REFORCO PRESTIGE"")]"",NULL"
"App_BCP,Home,lbl_GerirPoupanca,""//*[@text=""Gerir poupança""]"",NULL"
"App_BCP,Home,i_btn_wait_transferir,""//*[@text=""Transferir"" or @text=""Transfer""]"",""//*[(@name=""Transferir"" or @name=""Transfer"") and @visible=""true""]"""
"App_BCP,Home,i_btn_DROP,NULL,""//*[@name=""Drop""]"""
"App_BCP,Home,""lbl_Valor do Saldo"",""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/ll_pager_account_info_bottom""]"",NULL"
"App_BCP,Transferir,a_lbl_DomesticTransfer,""//*[@text=""DOMESTIC TRANSFER""]"",NULL"
"App_BCP,Transferir,a_txt_BeneficiaryName,""//*[@text=""Beneficiary name""]/..//*[@class=""android.widget.EditText""]"",NULL"
"App_BCP,Transferir,a_txt_IBANorAccountNumber,""//*[@text=""IBAN or account number""]/..//*[@class=""android.widget.EditText""]"",NULL"
"App_BCP,Transferir,a_lbl_HowMuchAndWhat,""//*[@text=""How much and what""]"",NULL"
"App_BCP,Transferir,a_txt_DescriptionForBeneficiary,""//*[@text=""Description for beneficiary""]/..//*[@class=""android.widget.EditText""]"",NULL"
"App_BCP,Transferir,a_lbl_OtherData,""//*[@text=""Other data""]"",NULL"
"App_BCP,Transferir,a_btn_NotifyTheBeneficiary,""//*[@text=""Notify the beneficiary""]"",NULL"
"App_BCP,Transferir,a_btn_Schedule,""//*[@text=""Schedule""]"",NULL"
"App_BCP,Transferir,a_lbl_TheFundsWillBeAvailable,""//*[@text=""The funds will be available at the Beneficiary bank account on the next business day.""]"",NULL"
"App_BCP,Transferir,a_lbl_YouCanCheckTheCharges,""//*[@text=""You can check the charges for this operation on the next step.""]"",NULL"
"App_BCP,Transferir,a_btn_Continue,""//*[@text=""Continue""]"",NULL"
"App_BCP,Transferir,a_lbl_TransferToOtherAccounts,""//*[@text=""TRANSFER TO OTHER ACCOUNTS""]"",NULL"
"App_BCP,Transferir,a_lbl_Frequency,""//*[@text=""Frequency""]"",NULL"
"App_BCP,Transferir,a_btn_Single,""//*[@text=""Single""]"",NULL"
"App_BCP,Transferir,a_lbl_ThisOperationMayHaveCosts,""//*[@text=""This operation may have costs. Please check the price list on the date of execution""]"",NULL"
"App_BCP,Transferir,a_btn_Next,""//*[@text=""Next""]"",NULL"
"App_BCP,Transferir,a_lbl_On,""//*[@text=""On""]"",NULL"
"App_BCP,Transferir,a_btn_Weekly,""//*[@text=""Weekly""]"",NULL"
"App_BCP,Transferir,a_btn_End,""//*[@text=""End""]"",NULL"
"App_BCP,Transferir,a_btn_OnRecurrenceLimit,""//*[@text=""On recurrence limit""]"",NULL"
"App_BCP,Transferir,a_lbl_ConfirmAndAuthorizeOperation,""//*[@text=""Confirm and authorize operation""]"",NULL"
"App_BCP,Transferir,a_lbl_From,""//*[@text=""From""]"",NULL"
"App_BCP,Transferir,a_lbl_EUR,""//*[@text=""EUR""]"",NULL"
"App_BCP,Transferir,a_lbl_ToAccount,""//*[@text=""To account""]"",NULL"
"App_BCP,Transferir,a_lbl_SendMode,""//*[@text=""Send mode""]"",NULL"
"App_BCP,Transferir,a_lbl_Start,""//*[@text=""Start""]"",NULL"
"App_BCP,Transferir,a_lbl_ToConfirmBiometrics,""//*[@text=""‌To confirm the operation with Face ID or Touch ID, tap the button‌""]"",NULL"
"App_BCP,Transferir,a_lbl_InternationalTransfer,""//*[@text=""INTERNATIONAL TRANSFER""]"",NULL"
"App_BCP,Transferir,a_lbl_IBAN,""//*[@text=""IBAN""]/..//*[@class=""android.widget.EditText""]"",NULL"
"App_BCP,Transferir,a_lbl_ChargesOfThisOperation,""//*[@text=""The charges of this operation will be shared between the sender and the beneficiary.""]"",NULL"
"App_BCP,Transferir,a_lbl_erroOperacao,""//*[@text=""‌Operation not executed. For more information, contact us.‌""]"",NULL"
"App_BCP,Transferir,a_btn_QRCode,""//*[@text=""QR Code""]"",NULL"
"App_BCP,Transferir,a_btn_every_week,""//*[@text=""Every week""]"",NULL"
